Date,Period,Region,State,Laboratory,Relevant lineages,Quantity
2020-07-01,Jul 2020,Southeast,Rio de Janeiro,Others,B.1.1.33,70
2020-07-01,Jul 2020,Southeast,Rio de Janeiro,Others,Others,10
2020-07-01,Jul 2020,Southeast,São Paulo,FIOCRUZ,B.1.1.28,1
2020-07-01,Jul 2020,Southeast,São Paulo,Others,B.1.1,17
2020-07-01,Jul 2020,Southeast,São Paulo,Others,B.1.1.28,285
2020-07-01,Jul 2020,Southeast,São Paulo,Others,B.1.1.33,164
2020-07-01,Jul 2020,Southeast,São Paulo,Others,Others,11
2020-07-01,Jul 2020,Southeast,São Paulo,Others,P.2,2
2020-07-01,Jul 2020,South,Paraná,FIOCRUZ,B.1.1,1
2020-07-01,Jul 2020,South,Paraná,FIOCRUZ,B.1.1.28,35
2020-07-01,Jul 2020,South,Paraná,FIOCRUZ,B.1.1.33,10
2020-07-01,Jul 2020,South,Paraná,Others,B.1.1,1
2020-07-01,Jul 2020,South,Paraná,Others,B.1.1.28,13
2020-07-01,Jul 2020,South,Paraná,Others,B.1.1.33,25
2020-07-01,Jul 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1,1
2020-07-01,Jul 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1.28,4
2020-07-01,Jul 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1.33,5
2020-07-01,Jul 2020,South,Rio Grande do Sul,FIOCRUZ,Others,3
2020-07-01,Jul 2020,South,Rio Grande do Sul,Others,B.1.1,5
2020-07-01,Jul 2020,South,Rio Grande do Sul,Others,B.1.1.28,29
2020-07-01,Jul 2020,South,Rio Grande do Sul,Others,B.1.1.33,85
2020-07-01,Jul 2020,South,Rio Grande do Sul,Others,Others,20
2020-07-01,Jul 2020,South,Santa Catarina,FIOCRUZ,B.1.1.28,4
2020-07-01,Jul 2020,South,Santa Catarina,FIOCRUZ,B.1.1.33,2
2020-07-01,Jul 2020,South,Santa Catarina,Others,B.1.1.28,29
2020-07-01,Jul 2020,South,Santa Catarina,Others,B.1.1.33,18
2020-07-01,Jul 2020,South,Santa Catarina,Others,P.2,1
2020-08-01,Aug 2020,Central-west,Distrito Federal,Others,B.1.1.33,1
2020-08-01,Aug 2020,Central-west,Goiás,FIOCRUZ,B.1.1.33,6
2020-08-01,Aug 2020,Central-west,Goiás,Others,B.1.1,1
2020-08-01,Aug 2020,Central-west,Goiás,Others,B.1.1.28,4
2020-08-01,Aug 2020,Central-west,Goiás,Others,B.1.1.33,5
2020-08-01,Aug 2020,Central-west,Mato Grosso,FIOCRUZ,B.1.1.33,1
2020-08-01,Aug 2020,Central-west,Mato Grosso,Others,B.1.1.33,1
2020-08-01,Aug 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,B.1.1.33,1
2020-08-01,Aug 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,Others,1
2020-08-01,Aug 2020,Central-west,Mato Grosso do Sul,Others,B.1.1,13
2020-08-01,Aug 2020,Central-west,Mato Grosso do Sul,Others,B.1.1.28,6
2020-08-01,Aug 2020,Central-west,Mato Grosso do Sul,Others,B.1.1.33,13
2020-08-01,Aug 2020,Central-west,Mato Grosso do Sul,Others,Others,2
2020-08-01,Aug 2020,Central-west,Mato Grosso do Sul,Others,P.1.* (Gamma),1
2020-08-01,Aug 2020,Central-west,Mato Grosso do Sul,Others,P.2,2
2020-08-01,Aug 2020,Northeast,Bahia,FIOCRUZ,B.1.1,2
2020-08-01,Aug 2020,Northeast,Bahia,FIOCRUZ,B.1.1.28,92
2020-08-01,Aug 2020,Northeast,Bahia,FIOCRUZ,B.1.1.33,13
2020-08-01,Aug 2020,Northeast,Bahia,FIOCRUZ,Others,4
2020-08-01,Aug 2020,Northeast,Bahia,Others,B.1.1,3
2020-08-01,Aug 2020,Northeast,Bahia,Others,B.1.1.28,9
2020-08-01,Aug 2020,Northeast,Bahia,Others,B.1.1.33,10
2020-08-01,Aug 2020,Northeast,Bahia,Others,Others,22
2020-08-01,Aug 2020,Northeast,Ceará,FIOCRUZ,B.1.1.33,1
2020-08-01,Aug 2020,Northeast,Ceará,Others,B.1.1,2
2020-08-01,Aug 2020,Northeast,Ceará,Others,B.1.1.33,1
2020-08-01,Aug 2020,Northeast,Paraíba,FIOCRUZ,B.1.1,5
2020-08-01,Aug 2020,Northeast,Paraíba,FIOCRUZ,B.1.1.28,1
2020-08-01,Aug 2020,Northeast,Paraíba,FIOCRUZ,B.1.1.33,2
2020-08-01,Aug 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1,31
2020-08-01,Aug 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1.28,15
2020-08-01,Aug 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1.33,6
2020-08-01,Aug 2020,Northeast,Pernambuco,Others,B.1.1.28,2
2020-08-01,Aug 2020,Northeast,Rio Grande do Norte,FIOCRUZ,B.1.1,5
2020-08-01,Aug 2020,Northeast,Rio Grande do Norte,FIOCRUZ,B.1.1.28,2
2020-08-01,Aug 2020,Northeast,Rio Grande do Norte,Others,B.1.1,1
2020-08-01,Aug 2020,Northeast,Rio Grande do Norte,Others,B.1.1.33,4
2020-08-01,Aug 2020,Northeast,Sergipe,FIOCRUZ,B.1.1.28,2
2020-08-01,Aug 2020,North,Acre,FIOCRUZ,B.1.1.33,15
2020-08-01,Aug 2020,North,Acre,Others,B.1.1.33,14
2020-08-01,Aug 2020,North,Amazonas,FIOCRUZ,B.1.1,1
2020-08-01,Aug 2020,North,Amazonas,FIOCRUZ,B.1.1.28,3
2020-08-01,Aug 2020,North,Amazonas,FIOCRUZ,Others,3
2020-08-01,Aug 2020,Southeast,Espírito Santo,Others,B.1.1.33,1
2020-08-01,Aug 2020,Southeast,Minas Gerais,FIOCRUZ,B.1.1.28,1
2020-08-01,Aug 2020,Southeast,Minas Gerais,FIOCRUZ,B.1.1.33,3
2020-08-01,Aug 2020,Southeast,Rio de Janeiro,FIOCRUZ,B.1.1,8
2020-08-01,Aug 2020,Southeast,Rio de Janeiro,FIOCRUZ,B.1.1.28,17
2020-08-01,Aug 2020,Southeast,Rio de Janeiro,FIOCRUZ,B.1.1.33,41
2020-08-01,Aug 2020,Southeast,Rio de Janeiro,FIOCRUZ,Others,5
2020-08-01,Aug 2020,Southeast,Rio de Janeiro,Others,B.1.1,1
2020-08-01,Aug 2020,Southeast,Rio de Janeiro,Others,B.1.1.28,4
2020-08-01,Aug 2020,Southeast,Rio de Janeiro,Others,B.1.1.33,24
2020-08-01,Aug 2020,Southeast,Rio de Janeiro,Others,Others,33
2020-08-01,Aug 2020,Southeast,São Paulo,FIOCRUZ,B.1.1.28,6
2020-08-01,Aug 2020,Southeast,São Paulo,FIOCRUZ,B.1.1.33,2
2020-08-01,Aug 2020,Southeast,São Paulo,Others,B.1.1,8
2020-08-01,Aug 2020,Southeast,São Paulo,Others,B.1.1.28,248
2020-08-01,Aug 2020,Southeast,São Paulo,Others,B.1.1.33,135
2020-08-01,Aug 2020,Southeast,São Paulo,Others,BA.1.* (Omicron),1
2020-08-01,Aug 2020,Southeast,São Paulo,Others,Others,9
2020-08-01,Aug 2020,Southeast,São Paulo,Others,P.1.* (Gamma),3
2020-08-01,Aug 2020,Southeast,São Paulo,Others,P.2,4
2020-08-01,Aug 2020,South,Paraná,FIOCRUZ,B.1.1,4
2020-08-01,Aug 2020,South,Paraná,FIOCRUZ,B.1.1.28,26
2020-08-01,Aug 2020,South,Paraná,FIOCRUZ,B.1.1.33,5
2020-08-01,Aug 2020,South,Paraná,Others,B.1.1,1
2020-08-01,Aug 2020,South,Paraná,Others,B.1.1.28,8
2020-08-01,Aug 2020,South,Paraná,Others,B.1.1.33,15
2020-08-01,Aug 2020,South,Paraná,Others,Others,1
2020-08-01,Aug 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1,3
2020-08-01,Aug 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1.28,17
2020-08-01,Aug 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1.33,7
2020-08-01,Aug 2020,South,Rio Grande do Sul,FIOCRUZ,Others,2
2020-08-01,Aug 2020,South,Rio Grande do Sul,Others,B.1.1,6
2020-08-01,Aug 2020,South,Rio Grande do Sul,Others,B.1.1.28,41
2020-08-01,Aug 2020,South,Rio Grande do Sul,Others,B.1.1.33,90
2020-08-01,Aug 2020,South,Rio Grande do Sul,Others,Others,8
2020-08-01,Aug 2020,South,Santa Catarina,FIOCRUZ,B.1.1.28,1
2020-08-01,Aug 2020,South,Santa Catarina,FIOCRUZ,B.1.1.33,2
2020-08-01,Aug 2020,South,Santa Catarina,Others,B.1.1.28,11
2020-08-01,Aug 2020,South,Santa Catarina,Others,B.1.1.33,3
2020-09-01,Sep 2020,Central-west,Distrito Federal,Others,B.1.1,1
2020-09-01,Sep 2020,Central-west,Distrito Federal,Others,B.1.1.28,2
2020-09-01,Sep 2020,Central-west,Distrito Federal,Others,B.1.1.33,2
2020-09-01,Sep 2020,Central-west,Distrito Federal,Others,P.2,2
2020-09-01,Sep 2020,Central-west,Goiás,FIOCRUZ,B.1.1.33,2
2020-09-01,Sep 2020,Central-west,Goiás,Others,B.1.1,1
2020-09-01,Sep 2020,Central-west,Goiás,Others,B.1.1.28,1
2020-09-01,Sep 2020,Central-west,Goiás,Others,B.1.1.33,2
2020-09-01,Sep 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,B.1.1.28,1
2020-09-01,Sep 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,B.1.1.33,1
2020-09-01,Sep 2020,Central-west,Mato Grosso do Sul,Others,B.1.1,4
2020-09-01,Sep 2020,Central-west,Mato Grosso do Sul,Others,B.1.1.28,4
2020-09-01,Sep 2020,Central-west,Mato Grosso do Sul,Others,B.1.1.33,15
2020-09-01,Sep 2020,Central-west,Mato Grosso do Sul,Others,P.2,2
2020-09-01,Sep 2020,Northeast,Bahia,FIOCRUZ,B.1.1,1
2020-09-01,Sep 2020,Northeast,Bahia,FIOCRUZ,B.1.1.28,53
2020-09-01,Sep 2020,Northeast,Bahia,FIOCRUZ,B.1.1.33,29
2020-09-01,Sep 2020,Northeast,Bahia,FIOCRUZ,Others,8
2020-09-01,Sep 2020,Northeast,Bahia,FIOCRUZ,P.2,1
2020-09-01,Sep 2020,Northeast,Bahia,Others,B.1.1,2
2020-09-01,Sep 2020,Northeast,Bahia,Others,B.1.1.28,7
2020-09-01,Sep 2020,Northeast,Bahia,Others,B.1.1.33,6
2020-09-01,Sep 2020,Northeast,Bahia,Others,Others,1
2020-09-01,Sep 2020,Northeast,Ceará,FIOCRUZ,B.1.1.33,1
2020-09-01,Sep 2020,Northeast,Ceará,Others,B.1.1,1
2020-09-01,Sep 2020,Northeast,Ceará,Others,B.1.1.33,2
2020-09-01,Sep 2020,Northeast,Ceará,Others,Others,1
2020-09-01,Sep 2020,Northeast,Paraíba,FIOCRUZ,B.1.1,9
2020-09-01,Sep 2020,Northeast,Paraíba,FIOCRUZ,B.1.1.33,2
2020-09-01,Sep 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1,45
2020-09-01,Sep 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1.28,92
2020-09-01,Sep 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1.33,33
2020-09-01,Sep 2020,Northeast,Pernambuco,FIOCRUZ,Others,1
2020-09-01,Sep 2020,Northeast,Pernambuco,FIOCRUZ,P.1.* (Gamma),1
2020-09-01,Sep 2020,Northeast,Pernambuco,Others,B.1.1,3
2020-09-01,Sep 2020,Northeast,Pernambuco,Others,B.1.1.28,10
2020-09-01,Sep 2020,Northeast,Pernambuco,Others,B.1.1.33,2
2020-09-01,Sep 2020,Northeast,Pernambuco,Others,Others,1
2020-09-01,Sep 2020,Northeast,Rio Grande do Norte,FIOCRUZ,B.1.1,4
2020-09-01,Sep 2020,Northeast,Rio Grande do Norte,FIOCRUZ,B.1.1.33,5
2020-09-01,Sep 2020,Northeast,Rio Grande do Norte,FIOCRUZ,Others,1
2020-09-01,Sep 2020,Northeast,Rio Grande do Norte,Others,B.1.1,3
2020-09-01,Sep 2020,Northeast,Rio Grande do Norte,Others,B.1.1.33,3
2020-09-01,Sep 2020,North,Acre,FIOCRUZ,B.1.1.28,3
2020-09-01,Sep 2020,North,Acre,FIOCRUZ,B.1.1.33,39
2020-09-01,Sep 2020,North,Amazonas,FIOCRUZ,B.1.1,1
2020-09-01,Sep 2020,North,Amazonas,FIOCRUZ,B.1.1.28,11
2020-09-01,Sep 2020,North,Amazonas,FIOCRUZ,B.1.1.33,7
2020-09-01,Sep 2020,North,Amazonas,FIOCRUZ,Others,3
2020-09-01,Sep 2020,North,Tocantins,Others,B.1.1,1
2020-09-01,Sep 2020,North,Tocantins,Others,B.1.1.28,4
2020-09-01,Sep 2020,Southeast,Espírito Santo,FIOCRUZ,B.1.1.33,14
2020-09-01,Sep 2020,Southeast,Espírito Santo,Others,P.2,1
2020-09-01,Sep 2020,Southeast,Minas Gerais,FIOCRUZ,B.1.1.28,2
2020-09-01,Sep 2020,Southeast,Minas Gerais,FIOCRUZ,B.1.1.33,2
2020-09-01,Sep 2020,Southeast,Minas Gerais,Others,B.1.1.28,2
2020-09-01,Sep 2020,Southeast,Minas Gerais,Others,B.1.1.33,1
2020-09-01,Sep 2020,Southeast,Rio de Janeiro,FIOCRUZ,B.1.1.28,13
2020-09-01,Sep 2020,Southeast,Rio de Janeiro,FIOCRUZ,B.1.1.33,52
2020-09-01,Sep 2020,Southeast,Rio de Janeiro,FIOCRUZ,Others,2
2020-09-01,Sep 2020,Southeast,Rio de Janeiro,Others,B.1.1,2
2020-09-01,Sep 2020,Southeast,Rio de Janeiro,Others,B.1.1.28,2
2020-09-01,Sep 2020,Southeast,Rio de Janeiro,Others,B.1.1.33,11
2020-09-01,Sep 2020,Southeast,Rio de Janeiro,Others,Others,2
2020-09-01,Sep 2020,Southeast,São Paulo,FIOCRUZ,B.1.1.28,4
2020-09-01,Sep 2020,Southeast,São Paulo,FIOCRUZ,Others,1
2020-09-01,Sep 2020,Southeast,São Paulo,Others,B.1.1,14
2020-09-01,Sep 2020,Southeast,São Paulo,Others,B.1.1.28,204
2020-09-01,Sep 2020,Southeast,São Paulo,Others,B.1.1.33,94
2020-09-01,Sep 2020,Southeast,São Paulo,Others,B.1.617.2+AY.* (Delta),2
2020-09-01,Sep 2020,Southeast,São Paulo,Others,BA.1.* (Omicron),2
2020-09-01,Sep 2020,Southeast,São Paulo,Others,Others,10
2020-09-01,Sep 2020,Southeast,São Paulo,Others,P.2,5
2020-09-01,Sep 2020,South,Paraná,FIOCRUZ,B.1.1.28,25
2020-09-01,Sep 2020,South,Paraná,FIOCRUZ,B.1.1.33,2
2020-09-01,Sep 2020,South,Paraná,FIOCRUZ,Others,3
2020-09-01,Sep 2020,South,Paraná,FIOCRUZ,P.2,1
2020-09-01,Sep 2020,South,Paraná,Others,B.1.1.28,8
2020-09-01,Sep 2020,South,Paraná,Others,B.1.1.33,21
2020-09-01,Sep 2020,South,Paraná,Others,Others,2
2020-09-01,Sep 2020,South,Paraná,Others,P.2,1
2020-09-01,Sep 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1,1
2020-09-01,Sep 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1.28,10
2020-09-01,Sep 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1.33,4
2020-09-01,Sep 2020,South,Rio Grande do Sul,Others,B.1.1,2
2020-09-01,Sep 2020,South,Rio Grande do Sul,Others,B.1.1.28,35
2020-09-01,Sep 2020,South,Rio Grande do Sul,Others,B.1.1.33,66
2020-09-01,Sep 2020,South,Rio Grande do Sul,Others,Others,3
2020-09-01,Sep 2020,South,Santa Catarina,FIOCRUZ,B.1.1.28,3
2020-09-01,Sep 2020,South,Santa Catarina,FIOCRUZ,B.1.1.33,1
2020-09-01,Sep 2020,South,Santa Catarina,Others,B.1.1.33,1
2020-09-01,Sep 2020,South,Santa Catarina,Others,Others,1
2020-10-01,Oct 2020,Central-west,Distrito Federal,Others,B.1.1,1
2020-10-01,Oct 2020,Central-west,Distrito Federal,Others,B.1.1.28,11
2020-10-01,Oct 2020,Central-west,Distrito Federal,Others,B.1.1.33,4
2020-10-01,Oct 2020,Central-west,Distrito Federal,Others,P.2,17
2020-10-01,Oct 2020,Central-west,Goiás,Others,B.1.1.28,2
2020-10-01,Oct 2020,Central-west,Goiás,Others,B.1.1.33,2
2020-10-01,Oct 2020,Central-west,Goiás,Others,P.1.* (Gamma),1
2020-10-01,Oct 2020,Central-west,Goiás,Others,P.2,1
2020-10-01,Oct 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,B.1.1.33,3
2020-10-01,Oct 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,Others,1
2020-10-01,Oct 2020,Central-west,Mato Grosso do Sul,Others,B.1.1,8
2020-10-01,Oct 2020,Central-west,Mato Grosso do Sul,Others,B.1.1.28,8
2020-10-01,Oct 2020,Central-west,Mato Grosso do Sul,Others,B.1.1.33,10
2020-10-01,Oct 2020,Central-west,Mato Grosso do Sul,Others,Others,1
2020-10-01,Oct 2020,Central-west,Mato Grosso do Sul,Others,P.2,1
2020-10-01,Oct 2020,Northeast,Bahia,FIOCRUZ,B.1.1,3
2020-10-01,Oct 2020,Northeast,Bahia,FIOCRUZ,B.1.1.28,109
2020-10-01,Oct 2020,Northeast,Bahia,FIOCRUZ,B.1.1.33,23
2020-10-01,Oct 2020,Northeast,Bahia,FIOCRUZ,Others,2
2020-10-01,Oct 2020,Northeast,Bahia,FIOCRUZ,P.2,1
2020-10-01,Oct 2020,Northeast,Bahia,Others,B.1.1,1
2020-10-01,Oct 2020,Northeast,Bahia,Others,B.1.1.28,3
2020-10-01,Oct 2020,Northeast,Bahia,Others,B.1.1.33,2
2020-10-01,Oct 2020,Northeast,Bahia,Others,Others,6
2020-10-01,Oct 2020,Northeast,Bahia,Others,P.2,1
2020-10-01,Oct 2020,Northeast,Ceará,Others,B.1.1.33,3
2020-10-01,Oct 2020,Northeast,Ceará,Others,P.1.* (Gamma),1
2020-10-01,Oct 2020,Northeast,Paraíba,FIOCRUZ,B.1.1,6
2020-10-01,Oct 2020,Northeast,Paraíba,FIOCRUZ,P.2,1
2020-10-01,Oct 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1,19
2020-10-01,Oct 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1.28,31
2020-10-01,Oct 2020,Northeast,Pernambuco,FIOCRUZ,B.1.1.33,32
2020-10-01,Oct 2020,Northeast,Pernambuco,FIOCRUZ,Others,4
2020-10-01,Oct 2020,Northeast,Pernambuco,FIOCRUZ,P.2,13
2020-10-01,Oct 2020,Northeast,Pernambuco,Others,B.1.1,4
2020-10-01,Oct 2020,Northeast,Pernambuco,Others,B.1.1.28,13
2020-10-01,Oct 2020,Northeast,Pernambuco,Others,B.1.1.33,3
2020-10-01,Oct 2020,Northeast,Pernambuco,Others,P.2,3
2020-10-01,Oct 2020,Northeast,Piauí,Others,B.1.1.28,2
2020-10-01,Oct 2020,Northeast,Piauí,Others,Others,2
2020-10-01,Oct 2020,Northeast,Rio Grande do Norte,FIOCRUZ,B.1.1,2
2020-10-01,Oct 2020,Northeast,Rio Grande do Norte,FIOCRUZ,B.1.1.28,3
2020-10-01,Oct 2020,Northeast,Rio Grande do Norte,FIOCRUZ,B.1.1.33,3
2020-10-01,Oct 2020,Northeast,Rio Grande do Norte,FIOCRUZ,Others,1
2020-10-01,Oct 2020,Northeast,Rio Grande do Norte,Others,B.1.1,2
2020-10-01,Oct 2020,Northeast,Rio Grande do Norte,Others,B.1.1.33,3
2020-10-01,Oct 2020,Northeast,Rio Grande do Norte,Others,Others,1
2020-10-01,Oct 2020,North,Acre,FIOCRUZ,B.1.1.33,1
2020-10-01,Oct 2020,North,Amazonas,FIOCRUZ,B.1.1,1
2020-10-01,Oct 2020,North,Amazonas,FIOCRUZ,B.1.1.28,11
2020-10-01,Oct 2020,North,Amazonas,FIOCRUZ,B.1.1.33,3
2020-10-01,Oct 2020,North,Amazonas,FIOCRUZ,Others,1
2020-10-01,Oct 2020,North,Pará,Others,B.1.1,2
2020-10-01,Oct 2020,North,Pará,Others,B.1.1.28,3
2020-10-01,Oct 2020,North,Pará,Others,P.1.* (Gamma),3
2020-10-01,Oct 2020,North,Pará,Others,P.2,9
2020-10-01,Oct 2020,North,Tocantins,Others,B.1.1.28,6
2020-10-01,Oct 2020,North,Tocantins,Others,B.1.1.33,2
2020-10-01,Oct 2020,North,Tocantins,Others,P.2,1
2020-10-01,Oct 2020,Southeast,Espírito Santo,FIOCRUZ,B.1.1.28,4
2020-10-01,Oct 2020,Southeast,Espírito Santo,FIOCRUZ,B.1.1.33,6
2020-10-01,Oct 2020,Southeast,Espírito Santo,FIOCRUZ,P.2,3
2020-10-01,Oct 2020,Southeast,Espírito Santo,Others,B.1.1.28,1
2020-10-01,Oct 2020,Southeast,Espírito Santo,Others,B.1.1.33,1
2020-10-01,Oct 2020,Southeast,Minas Gerais,FIOCRUZ,B.1.1.28,5
2020-10-01,Oct 2020,Southeast,Minas Gerais,FIOCRUZ,B.1.1.33,5
2020-10-01,Oct 2020,Southeast,Minas Gerais,Others,B.1.1.28,3
2020-10-01,Oct 2020,Southeast,Minas Gerais,Others,B.1.1.33,2
2020-10-01,Oct 2020,Southeast,Minas Gerais,Others,P.2,2
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,FIOCRUZ,B.1.1,4
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,FIOCRUZ,B.1.1.28,11
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,FIOCRUZ,B.1.1.33,46
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,FIOCRUZ,Others,4
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,FIOCRUZ,P.2,7
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,Others,B.1.1,1
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,Others,B.1.1.28,7
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,Others,B.1.1.33,19
2020-10-01,Oct 2020,Southeast,Rio de Janeiro,Others,P.2,20
2020-10-01,Oct 2020,Southeast,São Paulo,FIOCRUZ,B.1.1.28,3
2020-10-01,Oct 2020,Southeast,São Paulo,FIOCRUZ,B.1.1.33,1
2020-10-01,Oct 2020,Southeast,São Paulo,FIOCRUZ,Others,3
2020-10-01,Oct 2020,Southeast,São Paulo,FIOCRUZ,P.2,1
2020-10-01,Oct 2020,Southeast,São Paulo,Others,B.1.1,16
2020-10-01,Oct 2020,Southeast,São Paulo,Others,B.1.1.28,170
2020-10-01,Oct 2020,Southeast,São Paulo,Others,B.1.1.33,54
2020-10-01,Oct 2020,Southeast,São Paulo,Others,B.1.617.2+AY.* (Delta),2
2020-10-01,Oct 2020,Southeast,São Paulo,Others,Others,16
2020-10-01,Oct 2020,Southeast,São Paulo,Others,P.1.* (Gamma),2
2020-10-01,Oct 2020,Southeast,São Paulo,Others,P.2,18
2020-10-01,Oct 2020,South,Paraná,FIOCRUZ,B.1.1.28,9
2020-10-01,Oct 2020,South,Paraná,FIOCRUZ,B.1.1.33,2
2020-10-01,Oct 2020,South,Paraná,FIOCRUZ,Others,2
2020-10-01,Oct 2020,South,Paraná,FIOCRUZ,P.2,1
2020-10-01,Oct 2020,South,Paraná,Others,B.1.1,1
2020-10-01,Oct 2020,South,Paraná,Others,B.1.1.28,16
2020-10-01,Oct 2020,South,Paraná,Others,B.1.1.33,8
2020-10-01,Oct 2020,South,Paraná,Others,P.2,7
2020-10-01,Oct 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1.28,16
2020-10-01,Oct 2020,South,Rio Grande do Sul,FIOCRUZ,B.1.1.33,5
2020-10-01,Oct 2020,South,Rio Grande do Sul,Others,B.1.1,1
2020-10-01,Oct 2020,South,Rio Grande do Sul,Others,B.1.1.28,36
2020-10-01,Oct 2020,South,Rio Grande do Sul,Others,B.1.1.33,44
2020-10-01,Oct 2020,South,Rio Grande do Sul,Others,Others,8
2020-10-01,Oct 2020,South,Rio Grande do Sul,Others,P.2,10
2020-10-01,Oct 2020,South,Santa Catarina,FIOCRUZ,B.1.1.33,1
2020-10-01,Oct 2020,South,Santa Catarina,FIOCRUZ,P.2,2
2020-10-01,Oct 2020,South,Santa Catarina,Others,B.1.1.28,1
2020-10-01,Oct 2020,South,Santa Catarina,Others,B.1.1.33,3
2020-10-01,Oct 2020,South,Santa Catarina,Others,P.2,10
2020-11-01,Nov 2020,Central-west,Distrito Federal,Others,B.1.1.28,7
2020-11-01,Nov 2020,Central-west,Distrito Federal,Others,B.1.1.33,2
2020-11-01,Nov 2020,Central-west,Distrito Federal,Others,Others,1
2020-11-01,Nov 2020,Central-west,Distrito Federal,Others,P.2,15
2020-11-01,Nov 2020,Central-west,Goiás,Others,P.2,1
2020-11-01,Nov 2020,Central-west,Mato Grosso,Others,B.1.1.28,1
2020-11-01,Nov 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,B.1.1.28,2
2020-11-01,Nov 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,B.1.1.33,4
2020-11-01,Nov 2020,Central-west,Mato Grosso do Sul,FIOCRUZ,P.2,4
2020-11-01,Nov 2020,Central-west,Mato Grosso do Sul,Others,B.1.1,8
2020-11-01,Nov 2020,Central-west,Mato Grosso do Sul,Others,B.1.1.28,7
2020-11-01,Nov 2020,Central-west,Mato Grosso do Sul,Others,B.1.1.33,2
2020-11-01,Nov 2020,Central-west,Mato Grosso do Sul,Others,Others,4
2020-11-01,Nov 2020,Central-west,Mato Grosso do Sul,Others,P.2,2
2020-11-01,Nov 2020,Northeast,Alagoas,FIOCRUZ,Others,1
2020-11-01,Nov 2020,Northeast,Alagoas,FIOCRUZ,P.2,1
2020-11-01,Nov 2020,Northeast,Alagoas,Others,B.1.1.28,1
2020-11-01,Nov 2020,Northeast,Alagoas,Others,P.2,3
2020-11-01,Nov 2020,Northeast,Bahia,FIOCRUZ,B.1.1.28,111
2020-11-01,Nov 2020,Northeast,Bahia,FIOCRUZ,B.1.1.33,15
2020-11-01,Nov 2020,Northeast,Bahia,FIOCRUZ,Others,13
2020-11-01,Nov 2020,Northeast,Bahia,FIOCRUZ,P.2,4
2020-11-01,Nov 2020,Northeast,Bahia,Others,B.1.1.28,7
2020-11-01,Nov 2020,Northeast,Bahia,Others,B.1.1.33,4
2020-11-01,Nov 2020,Northeast,Bahia,Others,Others,7
2020-11-01,Nov 2020,Northeast,Ceará,FIOCRUZ,B.1.1.28,3
2020-11-01,Nov 2020,Northeast,Ceará,FIOCRUZ,B.1.1.33,7
2020-11-01,Nov 2020,Northeast,Ceará,FIOCRUZ,P.2,2
2020-11-01,Nov 2020,Northeast,Ceará,Others,B.1.1.28,1
2020-11-01,Nov 2020,Northeast,Ceará,Others,B.1.1.33,8
2020-11-01,Nov 2020,Northeast,Ceará,Others,Others,1
2020-11-01,Nov 2020,Northeast,Maranhão,FIOCRUZ,Others,4
2020-11-01,Nov 2020,Northeast,Maranhão,Others,B.1.1,1
2020-11-01,Nov 2020,Northeast,Maranhão,Others,B.1.1.28,1
2020-11-01,Nov 2020,Northeast,Maranhão,Others,Others,3
2020-11-01,Nov 2020,Northeast,Paraíba,FIOCRUZ,B.1.1,9
2020-11-01,Nov 2020,Northeast,Paraíba,FIOCRUZ,B.1.1.33,3
2020-11-01,Nov 2020,Northeast,Paraíba,FIOCRUZ,Others,2
2020-11-01,Nov 2020,Northeast,Paraíba,FIOCRUZ,P.2,3
2020-11-01,Nov 2020,Northeast,Paraíba,Others,B.1.1,5
